Business_ID,Name,Cuisine,Rating,Number of Reviews,Address,Zip Code,Latitude,Longitude,isClosed,insertedAtTimestamp
sbbrNeGvSAUdrhcIm2MTsg,191 Knickerbocker,american,5,146,191 Knickerbocker Ave,11237,40.70392,-73.92683,False,03/03/2020 16:59:00
6G0urbBDz_CnYnGXApgUcw,Boutros,american,4.5,116,185 Atlantic Ave,11201,40.6901481293837,-73.9935445412993,False,03/03/2020 16:59:00
GpCZORguVJZGpd5GoL9Arg,House of Small Wonder,american,4,718,77 N 6th St,11249,40.718991,-73.960833,False,03/03/2020 16:59:00
uq5rHbGtBFwCwPkokIkKvQ,JoJo,american,4,150,160 E 64th St,10065,40.76506,-73.96571,False,03/03/2020 16:59:01
s41IdamLoN-q6SBVcj7jtg,Cobble & Co.,american,3.5,155,19 Fulton St,10038,40.70701,-74.00356,False,03/03/2020 16:59:01
SBLoGGk936tFHg0gYSZ-ow,Kent Ale House,american,4,163,51 Kent Ave,11249,40.7223281860352,-73.9592514038086,False,03/03/2020 16:59:01
yTng6X-YW3_hKMNzcdSHyw,Turntable Chicken Rock,american,4,50,290 5th Ave,10001,40.74635,-73.98655,False,03/03/2020 16:59:01
3gqKLANaXNsHZnPDjKrcTg,Win Son,american,4,480,159 Graham Ave,11206,40.70747,-73.94339,False,03/03/2020 16:59:01
ohLIPmzTysowInbte9XhMw,The Malt House,american,4,516,9 Maiden Ln,10038,40.709659,-74.009262,False,03/03/2020 16:59:01
5K0b-fEk96xUJCV_5ytNog,Contra,american,4,322,138 Orchard St,10002,40.719878,-73.989063,False,03/03/2020 16:59:01
51_f1MyuRFpEIpzb57YmEA,Hendriks,american,4,378,557 3rd Ave,10016,40.747395,-73.97649,False,03/03/2020 16:59:01
bMc_vEplFI56k1Jng1-dsg,Bellwether,american,4,128,47-25 Vernon Blvd,11101,40.74482,-73.95304,False,03/03/2020 16:59:01
56nGFQ5PVuGErwcAR34QAw,Meadowsweet,american,4,386,149 Broadway,11211,40.7103995,-73.9632384,False,03/03/2020 16:59:01
S09_otVIPi3xbqAudLn1tA,Atwood,american,4,33,986 2nd Ave,10022,40.7562,-73.96734,False,03/03/2020 16:59:01
BLOhJ35G077GpNCNrKgryw,Thunder Bun,american,4,64,1 New York Plz,10004,40.7023139,-74.0114968,False,03/03/2020 16:59:01
